url,name,height_in,weight,position,transfer_stars,transfer_rating,hs_stars,hs_rating,eligibility,old_school,new_school
https://247sports.com/Player/Bryson-Richardson-78572/,Bryson Richardson,72.0,195,S,,,3.0,0.8580,Pending Appeal,North Carolina,Massachusetts
https://247sports.com/Player/Tyrone-Lewis-46052932/,Tyrone Lewis,72.0,185,S,,,3.0,0.8573,,Kansas State,
https://247sports.com/Player/Tavian-Mayo-46049428/,Tavian Mayo,71.0,180,CB,,,3.0,0.8571,,West Virginia,
https://247sports.com/Player/Emmanuel-Rugamba-38016/,Emmanuel Rugamba,73.0,175,CB,,,3.0,0.8568,Immediate,Miami (OH),
https://247sports.com/Player/Baylen-Buchanan-69954/,Baylen Buchanan,71.0,197,CB,,,3.0,0.8568,Immediate,Tennessee,
https://247sports.com/Player/Myles-Wolfolk-58654/,Myles Wolfolk,72.0,195,S,,,3.0,0.8552,,North Carolina,
https://247sports.com/Player/Ronald-Delancy-III-46079963/,Ronald Delancy III,71.0,160,S,,,3.0,0.8551,,Nebraska,
https://247sports.com/Player/Telly-Plummer-46038454/,Telly Plummer,72.0,185,CB,,,3.0,0.8547,,Louisville,
https://247sports.com/Player/Lance-Robinson-46039524/,Lance Robinson,70.0,181,CB,,,3.0,0.8532,,Kansas State,
https://247sports.com/Player/Daraun-McKinney-46048514/,Daraun McKinney,70.0,170,CB,,,3.0,0.8510,,Iowa,
https://247sports.com/Player/Greg-Ross-38921/,Greg Ross,72.0,188,CB,,,3.0,0.8502,Immediate,Iowa State,
