"","season","name","team","school","jersey","position","offensive_snaps","offensive_grade","defensive_snaps","defensive_grade","st_snaps","st_grade"
"3375",2020,"Rhett Williams","miami-oh-redhawks","MIAMI OH","44","TE",3,58.5,NA,NA,14,62.4
"3376",2020,"Walker Hankinson","louisiana-tech-bulldogs","LA TECH","67","T",150,77.9,NA,NA,2,60
"3377",2020,"Darnell Wright","tennessee-volunteers","TENNESSEE","72","T",473,52.6,NA,NA,28,63.4
"3378",2020,"Tyler Johnson","texas-longhorns","TEXAS","72","G",3,59.6,NA,NA,NA,NA
"3379",2020,"Dalton Cooper","texas-state-bobcats","TEXAS ST","73","T",817,68.8,NA,NA,59,65.5
"3380",2020,"Doug Nester","virginia-tech-hokies","VA TECH","74","G",422,73.9,NA,NA,22,60.6
"3381",2020,"Kameren Stewart","coastal-carolina-chanticleers","COAST CAR","76","T",73,63.6,NA,NA,14,63.2
"3382",2020,"Caelan Shepard","buffalo-bulls","BUFFALO","77","G",13,60.3,NA,NA,30,64.2
"3383",2020,"Zachary Franks","northwestern-wildcats","NWESTERN","79","G",16,56.1,NA,NA,28,64
"3384",2020,"Danielson Ike","smu-mustangs","SMU","79","G",123,47.7,NA,NA,53,61.4
"3385",2020,"Tyler Stephens","buffalo-bulls","BUFFALO","80","TE",6,70.2,NA,NA,1,60
"3386",2020,"Luke Deal","auburn-tigers","AUBURN","86","TE",236,57.2,NA,NA,44,61.7
"3387",2020,"Tyler Foster","ohio-bobcats","OHIO","86","TE",17,66.8,NA,NA,30,64
"3388",2020,"Joey Carroll","bowling-green-falcons","BOWL GREEN","67","T",21,63.3,NA,NA,22,70.2
"3389",2020,"Luke Musgrave","oregon-state-beavers","OREGON ST","88","TE",253,57,NA,NA,35,60.4
"3390",2020,"Jaxon Hughes","charlotte-49ers","CHARLOTTE","55","T",14,73.1,NA,NA,37,62.8
"3391",2020,"Jared Wiley","texas-longhorns","TEXAS","18","TE",286,61,NA,NA,110,63
"3392",2020,"Bryce Wade","massachusetts-minutemen","UMASS","69","T",31,73,NA,NA,1,60
"3393",2020,"CJ Elmonus","wake-forest-demon-deacons","WAKE","71","T",37,60,NA,NA,NA,NA
"3394",2020,"Ben Jackson","miami-oh-redhawks","MIAMI OH","72","T",38,55.3,NA,NA,15,63.3
"3395",2020,"Wes Dorsey","western-kentucky-hilltoppers","W KENTUCKY","73","C",9,64.6,NA,NA,49,63.3
"3396",2020,"Jonah Brewster","louisiana-tech-bulldogs","LA TECH","74","C",9,57.7,NA,NA,29,64.2
"3397",2020,"Quinn Carroll","notre-dame-fighting-irish","NOTRE DAME","77","T",29,49.2,NA,NA,2,60
"3398",2020,"Cole Watts","nevada-wolf-pack","NEVADA","52","T",7,62.6,NA,NA,33,63.7
"3399",2020,"Elijah Carson","fresno-state-bulldogs","FRESNO ST","73","G",1,60,NA,NA,24,63.8
"3400",2020,"Leif Engstrand","northern-illinois-huskies","N ILLINOIS","75","G",10,62.7,NA,NA,36,62.4
"3401",2020,"Victor Stoffel","temple-owls","TEMPLE","78","G",9,61,NA,NA,5,61.5
"3402",2020,"Ethan Driskell","marshall-thundering-herd","MARSHALL","52","T",19,87.7,NA,NA,18,90.3
"3403",2020,"Bryce Benhart","nebraska-cornhuskers","NEBRASKA","54","T",424,53.6,NA,NA,31,64
"3404",2020,"Matthew Lee","ucf-knights","UCF","55","C",791,57,NA,NA,5,NA
"3405",2020,"Lokahi Pauole","ucf-knights","UCF","77","G",724,53.8,NA,NA,65,65.7
"3406",2020,"Adrian Medley","ucf-knights","UCF","76","T",7,54.1,NA,NA,NA,NA
"3407",2020,"Amari Johnson","ucf-knights","UCF","17","WR",42,55.3,NA,NA,92,65.7
"3408",2020,"Jarrad Baker","ucf-knights","UCF","05","WR",3,58.1,NA,NA,16,71.5
"3409",2020,"Damarius Good","ucf-knights","UCF","22","HB",13,73.1,NA,NA,108,55.9
"3410",2020,"Justin Menard","ucf-knights","UCF","19","WR",5,60.1,NA,NA,21,60.7
"3411",2020,"Jayden Harrison","vanderbilt-commodores","VANDERBILT","88","WR",63,56.1,NA,NA,27,61.1
"3412",2020,"Keyon Henry-Brooks","vanderbilt-commodores","VANDERBILT","21","HB",244,76.3,NA,NA,7,59
"3413",2020,"Anfernee Orji","vanderbilt-commodores","VANDERBILT","D26","S",2,60,408,57.8,67,62.6
"3414",2020,"Julian Hernandez","vanderbilt-commodores","VANDERBILT","62","G",251,54.7,NA,NA,9,62.5
"3415",2020,"Brayden Bapst","vanderbilt-commodores","VANDERBILT","69","T",100,47.6,NA,NA,NA,NA
"3416",2020,"Justin Ball","vanderbilt-commodores","VANDERBILT","84","TE",185,45,NA,NA,80,69.7
"3417",2020,"Louis Smith","southern-miss-golden-eagles","SO MISS","52","C",281,61.9,NA,NA,4,61.1
"3418",2020,"Olusegun Oluwatimi","virginia-cavaliers","VIRGINIA","55","C",649,70.1,NA,NA,2,NA
"3419",2020,"Miles Banks","utep-miners","UTEP","08","WR",45,61.2,NA,NA,NA,NA
"3420",2020,"TJ Johnson","marshall-thundering-herd","MARSHALL","D15","ED",1,60,130,74.4,54,64.8
"3421",2020,"Michael Wiley","arizona-wildcats","ARIZONA","06","HB",93,70.6,1,60,33,67.3
"3422",2020,"Ryan Graham","arkansas-state-red-wolves","ARK STATE","18","HB",66,62.4,NA,NA,26,61.3
"3423",2020,"Lawrence Papillon","marshall-thundering-herd","MARSHALL","04","HB",25,57.6,NA,NA,16,51.4
"3424",2020,"TQ Newsome","southern-miss-golden-eagles","SO MISS","D35","LB",1,60,32,55.5,138,63.1
"3425",2020,"Kevin Perkins","southern-miss-golden-eagles","SO MISS","33","HB",126,77.9,NA,NA,2,60
"3426",2020,"Nick Jackson","virginia-cavaliers","VIRGINIA","D06","LB",2,76.6,580,72.2,35,71.3
"3427",2020,"Josh Donovan","arizona-wildcats","ARIZONA","56","G",77,55.5,NA,NA,18,62.6
"3428",2020,"Matt Dale","memphis-tigers","MEMPHIS","75","G",462,63.3,NA,NA,47,64.9
"3429",2020,"Jordan Morgan","arizona-wildcats","ARIZONA","77","T",147,47.4,NA,NA,11,60.6
"3430",2020,"Jacob Shoemaker","south-alabama-jaguars","S ALABAMA","77","G",533,59.1,NA,NA,40,63.4
"3431",2020,"Tanner Hawthorne","southern-miss-golden-eagles","SO MISS","77","T",24,53,NA,NA,26,63.8
"3432",2020,"Tayvian Cunningham","arizona-wildcats","ARIZONA","11","WR",68,70.6,NA,NA,18,60.1
"3433",2020,"Cesar Moreno","coastal-carolina-chanticleers","COAST CAR","70","G",43,61.5,NA,NA,2,60.6
"3434",2020,"Richard Bates Jr.","eastern-michigan-eagles","E MICHIGAN","76","G",106,58,NA,NA,4,NA
"3435",2020,"Jaiave Magalei","louisiana-ragin-cajuns","LA LAFAYET","08","QB",19,66,NA,NA,NA,NA
"3436",2020,"Andrew Brito","massachusetts-minutemen","UMASS","12","QB",1,61.9,NA,NA,NA,NA
"3437",2020,"Jordon Brookshire","san-diego-state-aztecs","S DIEGO ST","04","QB",117,53,NA,NA,NA,NA
"3438",2020,"Nick Nash","san-jose-state-spartans","S JOSE ST","16","QB",87,85.5,NA,NA,19,61.3
"3439",2020,"Jaden Johnson","missouri-state-bears","MO STATE","08","QB",40,42.8,NA,NA,NA,NA
"3440",2020,"Jayy McDonald","middle-tennessee-blue-raiders","MIDDLE TN","02","HB",225,63.1,NA,NA,16,61.7
"3441",2020,"De'Montre Tuggle","ohio-bobcats","OHIO","24","HB",117,71,NA,NA,12,59.2
"3442",2020,"Rhamondre Stevenson","oklahoma-sooners","OKLAHOMA","29","HB",166,90.1,NA,NA,6,61.6
"3443",2020,"Dezmon Jackson","oklahoma-state-cowboys","OKLA STATE","27","HB",213,68.1,NA,NA,36,68.1
"3444",2020,"Jaylen Warren","utah-state-aggies","UTAH ST","20","HB",98,74.9,NA,NA,2,60.5
"3445",2020,"Ousman Traore","miami-fl-hurricanes","MIAMI FL","66","G",205,54.1,NA,NA,48,65.5
"3446",2020,"Tre Johnson","southern-miss-golden-eagles","SO MISS","78","T",65,48.4,NA,NA,14,62.7
"3447",2020,"Ivory Scott","arkansas-state-red-wolves","ARK STATE","70","G",825,66.2,NA,NA,29,64.1
"3448",2020,"Paiton Fears","arizona-wildcats","ARIZONA","74","T",262,50.4,NA,NA,16,63.1
"3449",2020,"Khalique Washington","southern-miss-golden-eagles","SO MISS","70","T",506,75.5,NA,NA,NA,NA
"3450",2020,"Eugene Minter","austin-peay-governors","AUSTINPEAY","03","TE",103,61.7,NA,NA,49,56
"3451",2020,"Zech Byrd","east-carolina-pirates","E CAROLINA","84","TE",137,35.5,NA,NA,28,63.3
"3452",2020,"Bryson Cannon","eastern-michigan-eagles","E MICHIGAN","86","TE",113,82.7,NA,NA,1,NA
"3453",2020,"Donavon Hickman","louisiana-monroe-warhawks","LA MONROE","85","TE",6,64.8,1,60.1,46,55.4
"3454",2020,"Zackary Leininger","akron-zips","AKRON","85","TE",5,58.9,NA,NA,50,67.1
"3455",2020,"Kyle Jarvis","new-mexico-lobos","NEW MEXICO","85","TE",173,70.8,NA,NA,58,56.3
"3456",2020,"Dominick Mazotti","san-jose-state-spartans","S JOSE ST","15","TE",35,63.6,NA,NA,9,61.7
"3457",2020,"Naricuss Driver","southern-miss-golden-eagles","SO MISS","38","TE",82,56.2,NA,NA,24,62.6
"3458",2020,"Travis Koontz","texas-tech-red-raiders","TEXAS TECH","15","TE",516,43.9,NA,NA,37,60.5
"3459",2020,"Mosese Manu","utah-state-aggies","UTAH ST","85","TE",56,56.7,NA,NA,13,60.6
"3460",2020,"Leroy Watson","utsa-roadrunners","UTSA","04","TE",505,61.1,NA,NA,93,71.5
"3461",2020,"Trevon Clark","california-golden-bears","CAL","80","WR",103,54.9,NA,NA,1,60
"3462",2020,"Keric Wheatfall","fresno-state-bulldogs","FRESNO ST","01","WR",333,62.6,NA,NA,19,68
"3463",2020,"Jared Smart","hawaii-warriors","HAWAII","23","WR",479,61.3,NA,NA,9,58.2
"3464",2020,"Ezra Naylor II","kansas-jayhawks","KANSAS","11","WR",183,55.5,NA,NA,58,65.7
"3465",2020,"Brian Smith Jr.","louisiana-ragin-cajuns","LA LAFAYET","07","WR",4,57.3,NA,NA,10,54.2
"3466",2020,"Corey Gammage","marshall-thundering-herd","MARSHALL","07","WR",324,68.3,NA,NA,9,59.6
"3467",2020,"Cam Roberson","massachusetts-minutemen","UMASS","23","HB",52,52.4,NA,NA,26,63.4
"3468",2020,"Javon Turner","massachusetts-minutemen","UMASS","11","WR",72,56.8,NA,NA,44,63.1
"3469",2020,"Dontario Drummond","mississippi-rebels","OLE MISS","11","WR",412,63.5,NA,NA,59,60.2
"3470",2020,"Jordan Kress","new-mexico-lobos","NEW MEXICO","09","WR",197,64.6,NA,NA,NA,NA
"3471",2020,"Demarcus Jones","southern-miss-golden-eagles","SO MISS","00","WR",432,63.3,NA,NA,3,59.9
"3472",2020,"Marquis McCoy","southern-miss-golden-eagles","SO MISS","87","WR",72,56.6,NA,NA,22,59.6
"3473",2020,"Mikel Barkley","tcu-horned-frogs","TCU","02","WR",251,50.3,NA,NA,2,60
"3474",2020,"Jaylen Erwin","ucla-bruins","UCLA","15","WR",62,56.3,NA,NA,NA,NA
"3475",2020,"Jacob Gasser","unlv-rebels","UNLV","82","WR",94,54.5,NA,NA,4,60.1
"3476",2020,"Mohamoud Diabate","florida-gators","FLORIDA","D11","LB",1,60,289,61.7,113,56.7
"3477",2020,"Jesiah Pierre","florida-gators","FLORIDA","D40","LB",1,60,62,72.7,71,52.7
"3478",2020,"Seth MacKellar","arizona-wildcats","ARIZONA","S64","LS",1,60,NA,NA,42,76.9
"3479",2020,"Bubba Wa'a","hawaii-warriors","HAWAII","67","T",7,71.9,NA,NA,NA,NA
"3480",2020,"Will Harrod","florida-gators","FLORIDA","74","T",23,48.9,NA,NA,68,61.1
"3481",2020,"Lou Hedley","miami-fl-hurricanes","MIAMI FL","S94","P",1,60,NA,NA,95,56.2
"3482",2020,"Peyton Matocha","miami-fl-hurricanes","MIAMI FL","17","QB",5,69,NA,NA,NA,NA
"3483",2020,"Nay'Quan Wright","florida-gators","FLORIDA","06","HB",154,69,NA,NA,17,63
"3484",2020,"Trent Whittemore","florida-gators","FLORIDA","80","WR",74,68.2,NA,NA,41,62.5
"3485",2020,"Larry Hodges","miami-fl-hurricanes","MIAMI FL","81","TE",72,50,NA,NA,16,40.6
"3486",2020,"Ja'Markis Weston","florida-gators","FLORIDA","82","WR",3,59.2,1,60,46,60.3
"3487",2020,"Aaron Beasley","tennessee-volunteers","TENNESSEE","D24","LB",2,60,31,73.4,125,52.1
"3488",2020,"Zion Puckett","auburn-tigers","AUBURN","D31","S",1,60,101,48.3,141,69
"3489",2020,"A.J. Finley","mississippi-rebels","OLE MISS","D21","S",1,60,502,61,62,65.6
"3490",2020,"Camden Coleman","vanderbilt-commodores","VANDERBILT","D42","S",3,60.1,8,38.1,122,54.8
"3491",2020,"Ashanti Cistrunk","mississippi-rebels","OLE MISS","D36","LB",1,60,154,49.7,88,69.1
"3492",2020,"Ben Patton","auburn-tigers","AUBURN","S96","K",1,60,NA,NA,21,61.4
"3493",2020,"Henry To'o To'o","tennessee-volunteers","TENNESSEE","D11","LB",2,60,545,49.3,104,62.7
"3494",2020,"Devin Nicholson","missouri-tigers","MISSOURI","D11","LB",1,60,450,51.4,70,49.8
"3495",2020,"Jaylen Nichols","south-carolina-gamecocks","S CAROLINA","52","T",5,38.4,NA,NA,36,64.5
"3496",2020,"Jakai Moore","south-carolina-gamecocks","S CAROLINA","55","T",435,65.6,NA,NA,1,NA
"3497",2020,"Vincent Murphy","south-carolina-gamecocks","S CAROLINA","74","G",9,65.5,NA,NA,NA,NA
"3498",2020,"Chris Akporoghene","tennessee-volunteers","TENNESSEE","77","G",6,75.3,NA,NA,4,61.1
"3499",2020,"Blake Trainor","texas-am-aggies","TEXAS A&M","53","T",8,68.8,NA,NA,NA,NA
"3500",2020,"Kenyon Green","texas-am-aggies","TEXAS A&M","55","G",547,71,NA,NA,38,65
"3501",2020,"Layden Robinson","texas-am-aggies","TEXAS A&M","64","G",32,78.6,NA,NA,37,54.1
"3502",2020,"Tanner Bowles","alabama-crimson-tide","ALABAMA","51","T",13,68.4,NA,NA,1,60
"3503",2020,"Darrian Dalcourt","alabama-crimson-tide","ALABAMA","71","G",13,64.1,NA,NA,16,63.4
"3504",2020,"Pierce Quick","alabama-crimson-tide","ALABAMA","72","G",11,62.4,NA,NA,1,60
"3505",2020,"Evan Neal","alabama-crimson-tide","ALABAMA","73","T",569,83.6,NA,NA,57,65.6
"3506",2020,"Amari Kight","alabama-crimson-tide","ALABAMA","78","G",7,53.8,NA,NA,1,60
"3507",2020,"Ricky Stromberg","arkansas-razorbacks","ARKANSAS","51","C",628,66.5,NA,NA,18,63
"3508",2020,"Beaux Limmer","arkansas-razorbacks","ARKANSAS","55","G",256,58,NA,NA,10,60.6
"3509",2020,"Brady Latham","arkansas-razorbacks","ARKANSAS","62","G",569,67.1,NA,NA,3,NA
"3510",2020,"Justin Osborne","smu-mustangs","SMU","51","G",535,55.5,NA,NA,35,64.8
"3511",2020,"Keiondre Jones","auburn-tigers","AUBURN","58","G",390,66.4,NA,NA,43,64.1
"3512",2020,"Kamaar Bell","auburn-tigers","AUBURN","79","T",11,48.8,NA,NA,NA,NA
"3513",2020,"Clay Webb","georgia-bulldogs","GEORGIA","60","G",12,87.6,NA,NA,NA,NA
"3514",2020,"Warren McClendon","georgia-bulldogs","GEORGIA","70","T",463,70.2,NA,NA,10,62.5
"3515",2020,"Xavier Truss","georgia-bulldogs","GEORGIA","73","T",51,70.6,NA,NA,2,60
"3516",2020,"Caleb Warren","mississippi-rebels","OLE MISS","54","G",513,60.4,NA,NA,48,64.2
"3517",2020,"Nick Broeker","mississippi-rebels","OLE MISS","64","T",657,55.9,NA,NA,4,NA
"3518",2020,"Carter Colquitt","mississippi-rebels","OLE MISS","70","T",7,61.2,NA,NA,3,60.8
"3519",2020,"Bryce Ramsey","mississippi-rebels","OLE MISS","75","G",18,63.2,NA,NA,47,65.1
"3520",2020,"Luke Griffin","missouri-tigers","MISSOURI","54","G",168,75.9,NA,NA,32,64.3
"3521",2020,"Jack Buford","missouri-tigers","MISSOURI","66","T",13,58.1,NA,NA,3,61
"3522",2020,"Cole Smith","mississippi-state-bulldogs","MISS STATE","57","C",456,40.8,NA,NA,12,62.2
"3523",2020,"LaQuinston Sharp","mississippi-state-bulldogs","MISS STATE","63","G",288,55,NA,NA,17,63.2
"3524",2020,"Brandon Cunningham","mississippi-state-bulldogs","MISS STATE","72","T",72,49.5,NA,NA,19,63.4
"3525",2020,"Eli Cox","kentucky-wildcats","KENTUCKY","75","G",7,56.8,NA,NA,31,64.2
"3526",2020,"Kardell Thomas","lsu-tigers","LSU","58","T",4,53.4,NA,NA,NA,NA
"3527",2020,"Charles Turner","lsu-tigers","LSU","69","G",58,61.3,NA,NA,39,54.1
"3528",2020,"Anthony Bradford","lsu-tigers","LSU","75","G",7,46,NA,NA,32,64.5
"3529",2020,"Marquez Bembry","kentucky-wildcats","KENTUCKY","D42","LB",2,60,193,48.9,107,63.7
"3530",2020,"J.J. Weaver","kentucky-wildcats","KENTUCKY","D13","ED",1,60,267,70.5,85,55.5
"3531",2020,"Brian Maurer","tennessee-volunteers","TENNESSEE","18","QB",23,47.8,NA,NA,NA,NA
"3532",2020,"KJ Jefferson","arkansas-razorbacks","ARKANSAS","01","QB",107,64.5,NA,NA,1,NA
"3533",2020,"D'Wan Mathis","georgia-bulldogs","GEORGIA","02","QB",80,33.9,NA,NA,NA,NA
"3534",2020,"Connor Bazelak","missouri-tigers","MISSOURI","08","QB",536,75.7,NA,NA,1,NA
"3535",2020,"Kevin Harris","south-carolina-gamecocks","S CAROLINA","20","HB",412,83.3,NA,NA,NA,NA
"3536",2020,"Eric Gray","tennessee-volunteers","TENNESSEE","03","HB",317,77.4,NA,NA,32,61.8
"3537",2020,"Isaiah Spiller","texas-am-aggies","TEXAS A&M","28","HB",373,74.3,NA,NA,1,60
"3538",2020,"A'Montae Spivey","arkansas-razorbacks","ARKANSAS","03","HB",11,61.4,NA,NA,24,61
"3539",2020,"D.J. Williams","auburn-tigers","AUBURN","03","HB",152,69.6,NA,NA,2,60
"3540",2020,"Mark-Antony Richards","auburn-tigers","AUBURN","28","HB",35,70.9,NA,NA,12,64
"3541",2020,"Kenny McIntosh","georgia-bulldogs","GEORGIA","06","HB",99,79.7,NA,NA,29,54
"3542",2020,"Snoop Conner","mississippi-rebels","OLE MISS","24","HB",265,65.2,NA,NA,51,58.6
"3543",2020,"Anthony Watkins","tulsa-golden-hurricane","TULSA","23","HB",11,54.7,NA,NA,28,63.4
"3544",2020,"Lee Witherspoon","mississippi-state-bulldogs","MISS STATE","22","HB",41,65.8,1,60,142,62.9
"3545",2020,"Travis Tisdale","kentucky-wildcats","KENTUCKY","33","HB",11,64.5,NA,NA,20,60.9
"3546",2020,"Tyrion Davis-Price","lsu-tigers","LSU","03","HB",264,72.1,NA,NA,8,59.8
"3547",2020,"Josh Williams","lsu-tigers","LSU","27","HB",16,68.6,NA,NA,74,56
"3548",2020,"Traevon Kenion","south-carolina-gamecocks","S CAROLINA","12","TE",4,56.7,NA,NA,21,53.8
"3549",2020,"KeShawn Toney","south-carolina-gamecocks","S CAROLINA","82","TE",2,59.8,1,55.6,35,68.3
"3550",2020,"Jalen Wydermyer","texas-am-aggies","TEXAS A&M","85","TE",525,86.9,NA,NA,39,63.5
"3551",2020,"Hudson Henry","arkansas-razorbacks","ARKANSAS","82","TE",208,50.4,NA,NA,NA,NA
"3552",2020,"Casey Kelly","mississippi-rebels","OLE MISS","81","TE",39,77.3,NA,NA,33,59.4
"3553",2020,"Niko Hea","missouri-tigers","MISSOURI","48","TE",360,47.8,NA,NA,87,69.3
"3554",2020,"Nik Ognenovic","kentucky-wildcats","KENTUCKY","87","TE",26,51.8,NA,NA,32,51.9
"3555",2020,"Xavier Legette","south-carolina-gamecocks","S CAROLINA","17","WR",178,59.7,NA,NA,1,NA
"3556",2020,"Trey Adkins","south-carolina-gamecocks","S CAROLINA","16","WR",69,51.8,NA,NA,31,59.5
"3557",2020,"Keveon Mullins","south-carolina-gamecocks","S CAROLINA","80","TE",53,62.5,2,64.9,65,53.5
"3558",2020,"Ramel Keyton","tennessee-volunteers","TENNESSEE","80","WR",250,53.8,NA,NA,6,61
"3559",2020,"Chase Lane","texas-am-aggies","TEXAS A&M","02","WR",498,66.5,NA,NA,39,62.2
"3560",2020,"Kam Brown","texas-am-aggies","TEXAS A&M","18","WR",133,59.7,NA,NA,1,60
"3561",2020,"Ainias Smith","texas-am-aggies","TEXAS A&M","00","WR",392,71.7,NA,NA,43,61.5
"3562",2020,"Kenyon Jackson","texas-am-aggies","TEXAS A&M","16","WR",3,60.1,NA,NA,NA,NA
"3563",2020,"Joshua Lanier","alabama-crimson-tide","ALABAMA","84","WR",1,60,NA,NA,31,62.6
"3564",2020,"T.Q. Jackson","smu-mustangs","SMU","03","WR",38,51.2,NA,NA,16,61.7
"3565",2020,"Treylon Burks","arkansas-razorbacks","ARKANSAS","16","WR",454,85.3,1,60,41,56.7
"3566",2020,"John David White","arkansas-razorbacks","ARKANSAS","17","WR",50,52.2,NA,NA,4,61.6
"3567",2020,"Ja'Varrius Johnson","auburn-tigers","AUBURN","06","WR",8,54.9,NA,NA,1,NA
"3568",2020,"George Pickens","georgia-bulldogs","GEORGIA","01","WR",374,65.6,NA,NA,1,NA
"3569",2020,"Ty James","mercer-bears","MERCER","13","WR",20,70.9,NA,NA,9,57.9
"3570",2020,"Jordan Jernigan","mississippi-rebels","OLE MISS","16","WR",7,60.4,NA,NA,NA,NA
"3571",2020,"DeMarcus Harris","kentucky-wildcats","KENTUCKY","86","WR",328,48.5,NA,NA,17,55.5
"3572",2020,"Devonta Lee","lsu-tigers","LSU","16","WR",8,56.7,NA,NA,NA,NA
"3573",2020,"Trey Palmer","lsu-tigers","LSU","33","WR",78,58.9,NA,NA,41,60.7
"3574",2020,"Jacardia Wright","kansas-state-wildcats","KANSAS ST","09","HB",15,65.8,NA,NA,1,NA
"3575",2020,"Blake Hickey","tcu-horned-frogs","TCU","73","G",137,59.9,NA,NA,32,64.5
"3576",2020,"Chris Adimora","texas-longhorns","TEXAS","D01","CB",1,60,520,45.6,86,60.7
"3577",2020,"Jalen Thornton","west-virginia-mountaineers","W VIRGINIA","D52","ED",1,60,70,59.2,91,59
"3578",2020,"Kolton Mcghee","west-virginia-mountaineers","W VIRGINIA","S40","P",1,60,NA,NA,11,60.8
"3579",2020,"Brannon Brown","tcu-horned-frogs","TCU","75","C",4,62.9,NA,NA,2,60
"3580",2020,"Isaiah Hookfin","texas-longhorns","TEXAS","73","T",19,90.3,NA,NA,NA,NA
"3581",2020,"Donavan Beaver","west-virginia-mountaineers","W VIRGINIA","65","G",2,60,NA,NA,1,60
"3582",2020,"Tyler Connolly","west-virginia-mountaineers","W VIRGINIA","61","G",20,55,NA,NA,2,60.5
"3583",2020,"John Hughes","west-virginia-mountaineers","W VIRGINIA","79","T",340,62.8,NA,NA,38,64.5
"3584",2020,"Nick Malone","west-virginia-mountaineers","W VIRGINIA","58","T",34,60.4,NA,NA,1,60
"3585",2020,"Parker Moorer","west-virginia-mountaineers","W VIRGINIA","55","T",90,67,NA,NA,47,65.1
"3586",2020,"Brandon Yates","west-virginia-mountaineers","W VIRGINIA","50","T",617,55.8,NA,NA,45,57.9
"3587",2020,"Jake Springfield","oklahoma-state-cowboys","OKLA STATE","61","T",538,61.5,NA,NA,26,64.3
"3588",2020,"Joe Michalski","oklahoma-state-cowboys","OKLA STATE","66","G",21,60.3,NA,NA,22,63.1
"3589",2020,"Cole Birmingham","oklahoma-state-cowboys","OKLA STATE","67","G",20,68.7,NA,NA,NA,NA
"3590",2020,"Taylor Miterko","oklahoma-state-cowboys","OKLA STATE","68","T",38,58.1,NA,NA,13,62.3
"3591",2020,"Preston Wilson","oklahoma-state-cowboys","OKLA STATE","74","G",372,66.8,NA,NA,51,65.1
"3592",2020,"Marcus Alexander","oklahoma-sooners","OKLAHOMA","74","G",19,71.9,NA,NA,1,60
"3593",2020,"Cooper Beebe","kansas-state-wildcats","KANSAS ST","50","T",463,64.2,NA,NA,27,63.9
"3594",2020,"Noah Johnson","kansas-state-wildcats","KANSAS ST","69","C",544,65.9,NA,NA,5,60
"3595",2020,"Taylor Poitier","kansas-state-wildcats","KANSAS ST","52","G",153,65.3,NA,NA,NA,NA
"3596",2020,"Jarrod Hufford","iowa-state-cyclones","IOWA STATE","54","G",25,59.2,NA,NA,NA,NA
"3597",2020,"Darrell Simmons","iowa-state-cyclones","IOWA STATE","55","G",608,61.1,NA,NA,10,62.4
"3598",2020,"Grant Treiber","iowa-state-cyclones","IOWA STATE","67","T",15,59.3,NA,NA,NA,NA
"3599",2020,"Jake Remsburg","iowa-state-cyclones","IOWA STATE","72","T",479,60.4,NA,NA,1,NA
"3600",2020,"Blake Bedier","baylor-bears","BAYLOR","56","T",402,55.4,NA,NA,33,63.8
"3601",2020,"Landon Peterson","texas-tech-red-raiders","TEXAS TECH","72","G",22,61,NA,NA,27,64.3
"3602",2020,"Marcus Williams","tcu-horned-frogs","TCU","71","T",11,58.5,NA,NA,NA,NA
"3603",2020,"Andrew Coker","tcu-horned-frogs","TCU","74","T",456,57.8,NA,NA,90,68.1
"3604",2020,"Roschon Johnson","texas-longhorns","TEXAS","02","HB",229,75.7,NA,NA,91,80.5
"3605",2020,"Max Duggan","tcu-horned-frogs","TCU","15","QB",594,77.4,NA,NA,1,NA
"3606",2020,"Colt Atkinson","oklahoma-sooners","OKLAHOMA","13","QB",1,60,NA,NA,NA,NA
"3607",2020,"Tony Mathis","west-virginia-mountaineers","W VIRGINIA","24","HB",26,64.8,NA,NA,26,31.1
"3608",2020,"Darwin Barlow","tcu-horned-frogs","TCU","24","HB",225,72.9,NA,NA,48,61.4
"3609",2020,"Deryl Reynolds","tcu-horned-frogs","TCU","34","HB",4,58.6,NA,NA,NA,NA
"3610",2020,"Micah Cooper","oklahoma-state-cowboys","OKLA STATE","26","HB",4,60.7,NA,NA,3,60.2
"3611",2020,"Todd Hudson","oklahoma-sooners","OKLAHOMA","23","HB",15,73.5,NA,NA,NA,NA
"3612",2020,"Marcus Major","oklahoma-sooners","OKLAHOMA","24","HB",87,64.1,NA,NA,18,62.6
"3613",2020,"Jax Dineen","kansas-state-wildcats","KANSAS ST","29","FB",101,71,NA,NA,3,60
"3614",2020,"Jacoby Clarke","baylor-bears","BAYLOR","25","HB",6,60,NA,NA,54,62.9
"3615",2020,"Skyler Wetzel","baylor-bears","BAYLOR","D20","S",1,60,NA,NA,97,65.3
"3616",2020,"Jonah White","baylor-bears","BAYLOR","33","HB",57,68.3,NA,NA,6,63
"3617",2020,"Brent Matiscik","tcu-horned-frogs","TCU","36","TE",13,40.8,NA,NA,NA,NA
"3618",2020,"Konner Fox","kansas-state-wildcats","KANSAS ST","81","TE",36,41.9,NA,NA,1,NA
