"","season","name","team","school","jersey","position","offensive_snaps","offensive_grade","defensive_snaps","defensive_grade","st_snaps","st_grade"
"3125",2020,"Oliver Parker","western-kentucky-hilltoppers","W KENTUCKY","81","WR",7,58.9,NA,NA,NA,NA
"3126",2020,"Ethon Williams","boston-college-eagles","BOSTON COL","82","WR",12,68.1,NA,NA,31,57.6
"3127",2020,"Drew Rutledge","georgia-southern-eagles","GA SOUTHRN","82","WR",15,58.4,NA,NA,NA,NA
"3128",2020,"Kalani Norris","georgia-tech-yellow-jackets","GA TECH","82","WR",9,57.8,NA,NA,NA,NA
"3129",2020,"Chase Hancock","georgia-southern-eagles","GA SOUTHRN","83","TE",83,60.7,NA,NA,69,62.3
"3130",2020,"Keyon Lesane","north-carolina-state-wolfpack","NC STATE","15","WR",68,51,NA,NA,32,70.6
"3131",2020,"Jack Kennedy","northwestern-wildcats","NWESTERN","85","WR",7,61,NA,NA,NA,NA
"3132",2020,"Jordan Veneziale","georgia-state-panthers","GA STATE","D40","LB",2,60,92,49.9,100,86.1
"3133",2020,"Diego Guajardo","south-alabama-jaguars","S ALABAMA","S36","K",1,60,NA,NA,94,63.2
"3134",2020,"Grant Paulette","austin-peay-governors","AUSTINPEAY","S35","K",1,60,NA,NA,16,60.6
"3135",2020,"Logan Lupo","louisville-cardinals","LOUISVILLE","S43","K",2,60,NA,NA,20,29.6
"3136",2020,"JaVonta Payton","mississippi-state-bulldogs","MISS STATE","00","WR",267,57.3,NA,NA,61,57.4
"3137",2020,"Dannis Jackson","mississippi-rebels","OLE MISS","05","WR",29,39.4,NA,NA,19,60.6
"3138",2020,"Austin Robinson","miami-oh-redhawks","MIAMI OH","06","WR",57,63.1,NA,NA,NA,NA
"3139",2020,"Sam Howell","north-carolina-tar-heels","N CAROLINA","07","QB",676,92.5,NA,NA,4,60
"3140",2020,"John Rhys Plumlee","mississippi-rebels","OLE MISS","10","QB",57,73.6,NA,NA,NA,NA
"3141",2020,"Rashee Rice","smu-mustangs","SMU","11","WR",592,67.4,NA,NA,61,62.5
"3142",2020,"Javion Posey","florida-atlantic-owls","FAU","11","QB",193,67.1,NA,NA,NA,NA
"3143",2020,"Jeremiah Payton","miami-fl-hurricanes","MIAMI FL","12","WR",143,58.2,NA,NA,33,65.6
"3144",2020,"Bryson Lucero","uab-blazers","UAB","12","QB",358,66.5,NA,NA,NA,NA
"3145",2020,"Drew Leszczynski","coastal-carolina-chanticleers","COAST CAR","15","WR",21,55.9,NA,NA,NA,NA
"3146",2020,"Zakhari Franklin","utsa-roadrunners","UTSA","18","WR",542,70.7,NA,NA,NA,NA
"3147",2020,"Jordan Whittington","texas-longhorns","TEXAS","04","WR",115,71.8,NA,NA,14,58.3
"3148",2020,"Sampson James","indiana-hoosiers","INDIANA","06","HB",67,62.9,NA,NA,31,60
"3149",2020,"Zach Charbonnet","michigan-wolverines","MICHIGAN","24","HB",103,68.7,1,60.3,73,70.5
"3150",2020,"Quavaris Crouch","tennessee-volunteers","TENNESSEE","D27","LB",2,60,290,58.1,108,69.9
"3151",2020,"Breece Hall","iowa-state-cyclones","IOWA STATE","28","HB",549,85.5,NA,NA,1,NA
"3152",2020,"Kadyn Roach","louisiana-monroe-warhawks","LA MONROE","24","HB",89,68.6,NA,NA,90,35.1
"3153",2020,"Beau Johnson","georgia-southern-eagles","GA SOUTHRN","11","TE",196,66,NA,NA,24,62.3
"3154",2020,"Sincere Haynesworth","tulane-green-wave","TULANE","52","C",784,70.2,NA,NA,4,NA
"3155",2020,"Jakai Clark","miami-fl-hurricanes","MIAMI FL","53","G",487,56,NA,NA,1,NA
"3156",2020,"Bula Schmidt","fresno-state-bulldogs","FRESNO ST","54","T",17,39,NA,NA,20,60.7
"3157",2020,"Jerry Johnson III","rice-owls","RICE","32","FB",61,59,NA,NA,NA,NA
"3158",2020,"Cameron Ervin","smu-mustangs","SMU","64","G",209,56.5,NA,NA,7,61.4
"3159",2020,"Parker Titsworth","ohio-bobcats","OHIO","69","C",24,70.3,NA,NA,3,60.8
"3160",2020,"Patrick Lyons","ball-state-cardinals","BALL ST","73","G",1,60,NA,NA,NA,NA
"3161",2020,"Kris Mitchell","florida-international-golden-panthers","FIU","80","WR",97,62.4,NA,NA,NA,NA
"3162",2020,"Emil Smith","georgia-southern-eagles","GA SOUTHRN","85","WR",370,54.4,1,60,17,52.7
"3163",2020,"Dante Cephas","kent-state-golden-flashes","KENT STATE","14","WR",224,60,NA,NA,4,59.9
"3164",2020,"Andy Elkins Jr.","wake-forest-demon-deacons","WAKE","88","WR",7,58.8,NA,NA,NA,NA
"3165",2020,"Tyler Guidry","louisiana-ragin-cajuns","LA LAFAYET","D33","ED",4,60.1,139,57,71,61.4
"3166",2020,"Dorian Hopkins","tulsa-golden-hurricane","TULSA","D41","LB",1,60,30,55.1,134,65.6
"3167",2020,"Case Hatch","arizona-state-sun-devils","ARIZONA ST","29","TE",16,67.5,NA,NA,35,57.4
"3168",2020,"Jordan Waters","duke-blue-devils","DUKE","07","HB",55,65.7,NA,NA,53,69.4
"3169",2020,"Seth Glausier","georgia-state-panthers","GA STATE","S66","LS",2,60,NA,NA,50,61.5
"3170",2020,"Jaren Mangham","colorado-buffaloes","COLORADO","01","HB",51,64.8,NA,NA,NA,NA
"3171",2020,"Jonathan Mingo","mississippi-rebels","OLE MISS","01","WR",515,62.5,NA,NA,8,60.5
"3172",2020,"Milton Wright","purdue-boilermakers","PURDUE","00","WR",264,67.1,NA,NA,84,56.3
"3173",2020,"Boobie Curry","arizona-wildcats","ARIZONA","02","WR",226,54,NA,NA,NA,NA
"3174",2020,"Nick Manson","miami-oh-redhawks","MIAMI OH","03","WR",57,52.6,NA,NA,NA,NA
"3175",2020,"Lance LeGendre","maryland-terrapins","MARYLAND","12","QB",9,76.4,NA,NA,NA,NA
"3176",2020,"Devin Jennings","wyoming-cowboys","WYOMING","04","WR",85,60,NA,NA,4,74.7
"3177",2020,"Evan Conley","louisville-cardinals","LOUISVILLE","06","QB",12,58.1,NA,NA,NA,NA
"3178",2020,"Grant Wells","marshall-thundering-herd","MARSHALL","08","QB",523,79.7,NA,NA,1,60
"3179",2020,"Keon Zipperer","florida-gators","FLORIDA","09","TE",129,81,NA,NA,85,62.4
"3180",2020,"Mohamed Toure","northern-illinois-huskies","N ILLINOIS","08","WR",90,44.6,NA,NA,61,59.1
"3181",2020,"Bo Nix","auburn-tigers","AUBURN","10","QB",621,76.1,NA,NA,5,60
"3182",2020,"Jadon Haselwood","oklahoma-sooners","OKLAHOMA","11","WR",37,64.2,NA,NA,7,61.6
"3183",2020,"Torry Locklin","kansas-jayhawks","KANSAS","12","HB",3,60,NA,NA,52,69.9
"3184",2020,"Jonah Panoke","hawaii-warriors","HAWAII","09","WR",177,55.6,NA,NA,52,62.1
"3185",2020,"Michael Kern","wake-forest-demon-deacons","WAKE","15","QB",37,91.2,NA,NA,NA,NA
"3186",2020,"Jadon Jackson","mississippi-rebels","OLE MISS","17","WR",11,57.2,1,60,10,64.8
"3187",2020,"Khatib Lyles","north-texas-mean-green","N TEXAS","13","TE",21,70.7,NA,NA,57,65.2
"3188",2020,"Dequan Finn","toledo-rockets","TOLEDO","07","QB",17,85.8,NA,NA,NA,NA
"3189",2020,"Javien Cuff","buffalo-bulls","BUFFALO","19","WR",8,60.4,NA,NA,1,60
"3190",2020,"Amir Richardson","marshall-thundering-herd","MARSHALL","21","TE",110,62.5,NA,NA,28,73.4
"3191",2020,"Steele Chambers","ohio-state-buckeyes","OHIO STATE","22","HB",19,65.2,NA,NA,51,66.1
"3192",2020,"Donavon Greene","wake-forest-demon-deacons","WAKE","07","WR",438,71.6,NA,NA,40,60.6
"3193",2020,"Peter Leblanc","louisiana-ragin-cajuns","LA LAFAYET","29","WR",290,67.3,NA,NA,13,60.6
"3194",2020,"Dawaiian McNeely","wyoming-cowboys","WYOMING","30","HB",21,72.8,NA,NA,21,55.8
"3195",2020,"JD Kavel","wake-forest-demon-deacons","WAKE","35","WR",6,89.3,NA,NA,NA,NA
"3196",2020,"Cade Fuller","fresno-state-bulldogs","FRESNO ST","S36","P",1,60,NA,NA,25,61.8
"3197",2020,"Avery Reece","georgia-state-panthers","GA STATE","65","C",6,60.6,NA,NA,91,63.6
"3198",2020,"Will McDonald","coastal-carolina-chanticleers","COAST CAR","66","C",40,62,NA,NA,34,64.5
"3199",2020,"Austin Nix","arkansas-razorbacks","ARKANSAS","54","G",1,60,NA,NA,98,64.6
"3200",2020,"Joshua Black","louisville-cardinals","LOUISVILLE","71","C",3,60.3,NA,NA,NA,NA
"3201",2020,"Caden Haws","byu-cougars","BYU","D73","DI",1,60,185,63.6,31,61.5
"3202",2020,"Jack Werner","kansas-jayhawks","KANSAS","73","G",41,73.9,NA,NA,1,NA
"3203",2020,"Will Rykard","uab-blazers","UAB","75","C",180,56.3,NA,NA,NA,NA
"3204",2020,"Chayse Todd","houston-cougars","HOUSTON","79","G",1,60,NA,NA,NA,NA
"3205",2020,"Parker Christensen","wyoming-cowboys","WYOMING","80","TE",89,81.6,NA,NA,98,75.1
"3206",2020,"Charles Ross","nevada-wolf-pack","NEVADA","81","WR",45,64.4,NA,NA,6,60.2
"3207",2020,"Tyrek Presley","tulane-green-wave","TULANE","81","WR",10,60.3,NA,NA,45,67.6
"3208",2020,"Kendric Blake Jr.","charlotte-49ers","CHARLOTTE","16","WR",18,49.5,NA,NA,108,62.3
"3209",2020,"Fabian McCray","northern-illinois-huskies","N ILLINOIS","07","WR",31,72,NA,NA,2,NA
"3210",2020,"Carson Rieder","louisiana-tech-bulldogs","LA TECH","87","WR",32,50.2,NA,NA,63,64.7
"3211",2020,"Marquel Tinsley","middle-tennessee-blue-raiders","MIDDLE TN","87","WR",143,52.1,NA,NA,3,60.1
"3212",2020,"John Jackson III","usc-trojans","USC","80","WR",7,75,NA,NA,33,61.3
"3213",2020,"Broc Thompson","marshall-thundering-herd","MARSHALL","13","WR",157,72.5,NA,NA,12,60.5
"3214",2020,"Jeff Foreman","arkansas-state-red-wolves","ARK STATE","13","WR",226,70.9,2,60.3,99,65.6
"3215",2020,"Preston Bacon","northwestern-wildcats","NWESTERN","13","WR",4,60.3,NA,NA,NA,NA
"3216",2020,"David Spaulding","georgia-southern-eagles","GA SOUTHRN","D25","CB",1,60,29,52.7,22,61.1
"3217",2020,"Easton Gibbs","wyoming-cowboys","WYOMING","D28","LB",1,60,159,72.6,95,65
"3218",2020,"Terrell McDonald","uab-blazers","UAB","42","TE",78,58.6,NA,NA,35,74.9
"3219",2020,"Isaac Klarkowski","rice-owls","RICE","54","C",280,52.9,NA,NA,2,NA
"3220",2020,"AJ Watkins","georgia-southern-eagles","GA SOUTHRN","D93","ED",1,60,127,78.3,20,60.5
"3221",2020,"Izeya Floyd","rice-owls","RICE","50","G",55,59,NA,NA,5,61.6
"3222",2020,"Coltin Clack","arkansas-state-red-wolves","ARK STATE","02","QB",3,47.8,NA,NA,NA,NA
"3223",2020,"Stone Norton","florida-international-golden-panthers","FIU","03","QB",124,48.8,NA,NA,2,NA
"3224",2020,"David Bell","purdue-boilermakers","PURDUE","03","WR",421,76.2,NA,NA,2,60
"3225",2020,"Jayden Daniels","arizona-state-sun-devils","ARIZONA ST","05","QB",146,66.5,NA,NA,3,NA
"3226",2020,"Graham Mertz","wisconsin-badgers","WISCONSIN","05","QB",288,75.4,NA,NA,NA,NA
"3227",2020,"Eli Pancol","duke-blue-devils","DUKE","06","WR",303,61.3,1,60.1,35,62.5
"3228",2020,"Cornelius Johnson","michigan-wolverines","MICHIGAN","06","WR",194,66,NA,NA,2,60
"3229",2020,"Jarrett Guest","coastal-carolina-chanticleers","COAST CAR","07","QB",10,69.5,NA,NA,NA,NA
"3230",2020,"Kurtis Rourke","ohio-bobcats","OHIO","07","QB",114,69.3,NA,NA,NA,NA
"3231",2020,"Josh Coltrin","tulane-green-wave","TULANE","08","QB",3,64.8,NA,NA,NA,NA
"3232",2020,"Grayson McCall","coastal-carolina-chanticleers","COAST CAR","10","QB",558,91.7,NA,NA,5,NA
"3233",2020,"Theo Wease","oklahoma-sooners","OKLAHOMA","10","WR",433,69.6,NA,NA,35,61.6
"3234",2020,"Cadarrius Thompson","georgia-state-panthers","GA STATE","11","WR",65,65.8,NA,NA,73,52.9
"3235",2020,"Keke Burns","smu-mustangs","SMU","16","WR",34,56.5,1,60,84,84.9
"3236",2020,"Dalvin Smith","western-kentucky-hilltoppers","W KENTUCKY","17","TE",39,67.7,NA,NA,10,63.9
"3237",2020,"Nick Kargman","western-michigan-broncos","W MICHIGAN","18","QB",17,51,NA,NA,NA,NA
"3238",2020,"Jalen McGaughy","ball-state-cardinals","BALL ST","00","WR",23,83.1,NA,NA,14,53.3
"3239",2020,"Collin Schlee","kent-state-golden-flashes","KENT STATE","19","QB",46,82.8,NA,NA,NA,NA
"3240",2020,"Elijah Higgins","stanford-cardinal","STANFORD","06","WR",93,50.5,NA,NA,23,63.2
"3241",2020,"Brandon Crum","south-alabama-jaguars","S ALABAMA","20","TE",410,40.7,NA,NA,23,60
"3242",2020,"Cameron Hite","wake-forest-demon-deacons","WAKE","20","TE",7,57.1,NA,NA,NA,NA
"3243",2020,"Aidan Robbins","louisville-cardinals","LOUISVILLE","21","HB",15,54.3,NA,NA,30,83.2
"3244",2020,"Zach Owens","georgia-tech-yellow-jackets","GA TECH","81","WR",2,60,NA,NA,NA,NA
"3245",2020,"Isaiah Neyor","wyoming-cowboys","WYOMING","05","WR",193,65.9,NA,NA,23,67.1
"3246",2020,"Kamareon Williams","florida-international-golden-panthers","FIU","87","TE",110,41.2,NA,NA,18,68.8
"3247",2020,"Grayson Lewis","east-carolina-pirates","E CAROLINA","50","T",1,60,NA,NA,NA,NA
"3248",2020,"Xavier Graham","massachusetts-minutemen","UMASS","75","G",36,61.4,NA,NA,NA,NA
"3249",2020,"Michael McNicholas","kent-state-golden-flashes","KENT STATE","52","T",7,66.2,NA,NA,NA,NA
"3250",2020,"Dylan McMahon","north-carolina-state-wolfpack","NC STATE","54","G",480,58.1,NA,NA,40,62.2
"3251",2020,"Dontae Lucas","florida-state-seminoles","FLORIDA ST","55","G",468,47.7,NA,NA,3,NA
"3252",2020,"Adam Derry","middle-tennessee-blue-raiders","MIDDLE TN","56","T",3,59.8,NA,NA,NA,NA
"3253",2020,"Dante Adkins Jr.","fresno-state-bulldogs","FRESNO ST","58","G",253,60,NA,NA,NA,NA
"3254",2020,"Nishad Strother","east-carolina-pirates","E CAROLINA","73","T",462,53.2,NA,NA,2,NA
"3255",2020,"Jacob Monk","duke-blue-devils","DUKE","63","G",746,65.3,NA,NA,2,60
"3256",2020,"Parker Bisek","toledo-rockets","TOLEDO","63","G",73,61.3,NA,NA,1,NA
"3257",2020,"Jack Bailey","kent-state-golden-flashes","KENT STATE","65","C",29,23.9,NA,NA,3,60.4
"3258",2020,"Jack Randolph","western-kentucky-hilltoppers","W KENTUCKY","65","G",9,74.9,NA,NA,NA,NA
"3259",2020,"Ethan Miner","arkansas-state-red-wolves","ARK STATE","67","C",359,59.2,NA,NA,1,NA
"3260",2020,"Elijah Wroten","duke-blue-devils","DUKE","68","C",4,66.1,NA,NA,NA,NA
"3261",2020,"Tyler Brown","louisiana-ragin-cajuns","LA LAFAYET","54","G",203,63.7,NA,NA,41,65.1
"3262",2020,"Aidan MacDonald","ohio-bobcats","OHIO","71","G",6,59.8,NA,NA,NA,NA
"3263",2020,"Sione Finau","florida-international-golden-panthers","FIU","72","G",299,62.6,NA,NA,5,60
"3264",2020,"Caleb Thomas","tulane-green-wave","TULANE","58","G",292,56.6,NA,NA,13,62.8
"3265",2020,"Demetris Allen","utsa-roadrunners","UTSA","73","G",195,35,NA,NA,NA,NA
"3266",2020,"Bence Polgar","buffalo-bulls","BUFFALO","74","T",9,67.3,NA,NA,NA,NA
"3267",2020,"Evan Henry","louisiana-monroe-warhawks","LA MONROE","74","G",553,49.8,NA,NA,34,41.3
"3268",2020,"Chester Baah","tulsa-golden-hurricane","TULSA","76","G",1,60,NA,NA,NA,NA
"3269",2020,"Joshua Cephus","utsa-roadrunners","UTSA","12","WR",650,73.2,NA,NA,9,60.6
"3270",2020,"Treyton Welch","wyoming-cowboys","WYOMING","81","TE",201,82,NA,NA,60,60.3
"3271",2020,"Tristen Tewes","northern-illinois-huskies","N ILLINOIS","D82","LB",2,60,12,75.1,84,67.5
"3272",2020,"Isaiah Washington","rutgers-scarlet-knights","RUTGERS","83","WR",121,64.8,NA,NA,2,60
"3273",2020,"Kwesi Evans","temple-owls","TEMPLE","83","WR",3,56.2,NA,NA,28,46.7
"3274",2020,"Dez Melton","louisville-cardinals","LOUISVILLE","84","TE",2,60,NA,NA,29,80.6
"3275",2020,"Wayne Dennis Jr.","northwestern-wildcats","NWESTERN","86","WR",27,56.5,NA,NA,NA,NA
"3276",2020,"Kyle Maxwell","louisiana-tech-bulldogs","LA TECH","88","WR",154,59.9,NA,NA,29,53.6
"3277",2020,"Jeremy Lewis","east-carolina-pirates","E CAROLINA","89","TE",141,48.2,NA,NA,37,57.9
"3278",2020,"Michael Kelly","charlotte-49ers","CHARLOTTE","D53","DI",1,60,NA,NA,48,65.7
"3279",2020,"DeWayne Carter","duke-blue-devils","DUKE","D90","DI",1,85.9,264,66.2,94,66.5
"3280",2020,"Wisdom Quarshie","temple-owls","TEMPLE","79","G",133,50.3,NA,NA,14,62.7
"3281",2020,"Charlie Mendes","rice-owls","RICE","S99","P",1,60.4,NA,NA,37,62
"3282",2020,"Darrell Harding Jr.","duke-blue-devils","DUKE","03","WR",241,64.2,1,60.1,91,78.8
"3283",2020,"Garrett Shrader","mississippi-state-bulldogs","MISS STATE","06","WR",10,55,1,60,33,66
"3284",2020,"Alex Brown","wyoming-cowboys","WYOMING","09","WR",77,53.9,NA,NA,31,62.4
"3285",2020,"Joseph Ngata","clemson-tigers","CLEMSON","10","WR",123,64,NA,NA,8,70
"3286",2020,"Tanner McGee","south-alabama-jaguars","S ALABAMA","10","QB",26,77,NA,NA,7,60.6
"3287",2020,"Calvin Wiggins","smu-mustangs","SMU","15","WR",113,45,NA,NA,7,62.1
"3288",2020,"Seth Hayes","arkansas-state-red-wolves","ARK STATE","15","WR",5,60.6,NA,NA,1,NA
"3289",2020,"Jahleel Billingsley","alabama-crimson-tide","ALABAMA","19","TE",178,65.5,NA,NA,29,65.3
"3290",2020,"Victor Cutler","louisiana-monroe-warhawks","LA MONROE","59","T",218,56.6,NA,NA,16,61.4
"3291",2020,"Joey Capra","san-diego-state-aztecs","S DIEGO ST","55","G",6,57.2,NA,NA,NA,NA
"3292",2020,"Renato Brown","louisville-cardinals","LOUISVILLE","56","T",595,66,NA,NA,55,65.6
"3293",2020,"Aaron Pyron","georgia-southern-eagles","GA SOUTHRN","58","G",94,54.2,NA,NA,52,65.2
"3294",2020,"Latrell Bible","wyoming-cowboys","WYOMING","58","T",302,59.6,NA,NA,28,64.4
"3295",2020,"Ronald Folkes","georgia-state-panthers","GA STATE","60","G",5,69.8,NA,NA,NA,NA
"3296",2020,"Zion Nelson","miami-fl-hurricanes","MIAMI FL","60","T",511,68.9,NA,NA,57,64.6
"3297",2020,"Coker Wright","southern-miss-golden-eagles","SO MISS","60","G",292,64.8,NA,NA,12,62.4
"3298",2020,"Bryan Hudson","virginia-tech-hokies","VA TECH","61","G",268,63.2,NA,NA,29,63.9
"3299",2020,"Dom D'Antonio","northwestern-wildcats","NWESTERN","63","G",12,63.7,NA,NA,28,63.6
"3300",2020,"Wanya Morris","tennessee-volunteers","TENNESSEE","64","T",362,63.9,NA,NA,20,62.8
"3301",2020,"Kingsley Eguakun","florida-gators","FLORIDA","65","C",29,58.6,NA,NA,68,65
"3302",2020,"Timothy McKay","north-carolina-state-wolfpack","NC STATE","52","T",51,43,NA,NA,13,62.2
"3303",2020,"Jay Amburgey","ohio-bobcats","OHIO","53","T",35,62.5,NA,NA,21,63.5
"3304",2020,"Branson Bragg","stanford-cardinal","STANFORD","66","G",254,71.2,NA,NA,19,63.5
"3305",2020,"Joshua Gray","oregon-state-beavers","OREGON ST","67","T",358,69.5,NA,NA,5,60
"3306",2020,"Jax Harrington","louisiana-ragin-cajuns","LA LAFAYET","70","G",36,67.4,NA,NA,2,60.5
"3307",2020,"Michael Bergen","toledo-rockets","TOLEDO","70","T",4,66.2,NA,NA,NA,NA
"3308",2020,"Tyler Burnsed","troy-trojans","TROY","70","C",3,60.2,NA,NA,50,65.6
"3309",2020,"Isaac Owusu-Appiah","coastal-carolina-chanticleers","COAST CAR","71","T",44,78.9,NA,NA,52,64.5
"3310",2020,"Christian Mahogany","boston-college-eagles","BOSTON COL","73","G",785,66.2,NA,NA,64,65.9
"3311",2020,"Porter Haught","ball-state-cardinals","BALL ST","74","T",113,56.7,NA,NA,9,62.1
"3312",2020,"Ron Carr","duke-blue-devils","DUKE","74","T",4,44.7,NA,NA,NA,NA
"3313",2020,"Steven Losoya III","middle-tennessee-blue-raiders","MIDDLE TN","74","T",262,57.8,NA,NA,12,60.1
"3314",2020,"Luke Vannest","ohio-bobcats","OHIO","74","G",6,58.2,NA,NA,NA,NA
"3315",2020,"Jackson Fort","tulane-green-wave","TULANE","74","T",6,52.3,NA,NA,NA,NA
"3316",2020,"Addison West","western-michigan-broncos","W MICHIGAN","75","G",19,59.5,NA,NA,17,60.7
"3317",2020,"LaDarius Henderson","arizona-state-sun-devils","ARIZONA ST","77","G",29,36.2,NA,NA,8,61.5
"3318",2020,"Griffin Carder","georgia-southern-eagles","GA SOUTHRN","77","C",6,59.2,NA,NA,57,65
"3319",2020,"Harry Miller","ohio-state-buckeyes","OHIO STATE","76","G",365,50,NA,NA,NA,NA
"3320",2020,"Trey Bonner","georgia-state-panthers","GA STATE","78","G",23,58.3,NA,NA,46,65.6
"3321",2020,"Dorian Hinton","middle-tennessee-blue-raiders","MIDDLE TN","78","G",477,49.3,NA,NA,40,57.2
"3322",2020,"Ikem Ekwonu","north-carolina-state-wolfpack","NC STATE","79","T",760,80.8,NA,NA,56,57.4
"3323",2020,"Matt Smith","duke-blue-devils","DUKE","80","TE",20,44,NA,NA,13,60.8
"3324",2020,"Oscar Cardenas","utsa-roadrunners","UTSA","84","TE",196,55.8,NA,NA,174,58.5
"3325",2020,"Nick Gallo","virginia-tech-hokies","VA TECH","86","TE",390,47.2,NA,NA,85,73.2
"3326",2020,"Neal Johnson","louisiana-ragin-cajuns","LA LAFAYET","87","TE",190,60.5,NA,NA,25,62.9
"3327",2020,"Jaden Warren","troy-trojans","TROY","87","WR",21,60.8,NA,NA,6,77.5
"3328",2020,"Jordan Bertagnole","wyoming-cowboys","WYOMING","D96","DI",1,60,262,60.4,67,61.2
"3329",2020,"Cornelious Brown IV","georgia-state-panthers","GA STATE","04","QB",672,68.2,NA,NA,4,60
"3330",2020,"Joshua Simon","western-kentucky-hilltoppers","W KENTUCKY","06","TE",665,58.6,NA,NA,NA,NA
"3331",2020,"Trey Knox","arkansas-razorbacks","ARKANSAS","07","WR",198,52.6,1,60,33,57.3
"3332",2020,"Joe Hocker","florida-international-golden-panthers","FIU","14","TE",4,55.5,NA,NA,12,62.1
"3333",2020,"Levi Williams","wyoming-cowboys","WYOMING","15","QB",339,70.1,NA,NA,1,NA
"3334",2020,"Connor Genal","new-mexico-lobos","NEW MEXICO","16","QB",50,43.3,NA,NA,NA,NA
"3335",2020,"Grant Gunnell","arizona-wildcats","ARIZONA","17","QB",148,65.3,NA,NA,NA,NA
"3336",2020,"Genson Hooper Price","northwestern-wildcats","NWESTERN","18","WR",11,58,NA,NA,NA,NA
"3337",2020,"Brett Seither","georgia-bulldogs","GEORGIA","18","TE",6,57.5,NA,NA,NA,NA
"3338",2020,"Mason Fairchild","kansas-jayhawks","KANSAS","89","TE",253,50.1,NA,NA,78,45.9
"3339",2020,"Kyle Bilodeau","purdue-boilermakers","PURDUE","48","TE",2,60,NA,NA,NA,NA
"3340",2020,"Caleb Shaffer","miami-oh-redhawks","MIAMI OH","52","T",173,64.7,NA,NA,15,63
"3341",2020,"Donnell Wilson","coastal-carolina-chanticleers","COAST CAR","56","G",36,61.6,NA,NA,1,60
"3342",2020,"Reece McIntyre","mississippi-rebels","OLE MISS","56","G",175,45.1,NA,NA,46,65.5
"3343",2020,"Zac Welch","nevada-wolf-pack","NEVADA","56","G",112,51.4,NA,NA,29,63.5
"3344",2020,"Tyler Smith","tulsa-golden-hurricane","TULSA","56","T",509,84.2,NA,NA,33,64.8
"3345",2020,"CJ Hanson","rutgers-scarlet-knights","RUTGERS","50","C",20,31.7,NA,NA,6,61.9
"3346",2020,"Caden Hilborn","hawaii-warriors","HAWAII","89","T",8,56.4,NA,NA,3,60.5
"3347",2020,"Nathan Thomas","louisiana-ragin-cajuns","LA LAFAYET","50","G",3,66.2,NA,NA,NA,NA
"3348",2020,"DeVonte Gordon","wake-forest-demon-deacons","WAKE","62","T",25,66.7,NA,NA,2,60.6
"3349",2020,"Carson Burt","troy-trojans","TROY","63","T",3,60,NA,NA,NA,NA
"3350",2020,"Adarius Tolliver","florida-atlantic-owls","FAU","65","G",6,50.3,NA,NA,22,63
"3351",2020,"Ben Scott","arizona-state-sun-devils","ARIZONA ST","66","T",146,55.9,NA,NA,3,NA
"3352",2020,"Elijah Lamptey","kent-state-golden-flashes","KENT STATE","66","T",12,62.8,NA,NA,NA,NA
"3353",2020,"Charles Cross","mississippi-state-bulldogs","MISS STATE","67","T",518,60.3,NA,NA,21,63.5
"3354",2020,"Stuart Kettler","western-michigan-broncos","W MICHIGAN","67","T",16,74.7,NA,NA,NA,NA
"3355",2020,"Dalton Tomlison","massachusetts-minutemen","UMASS","67","C",142,38.7,NA,NA,4,61.3
"3356",2020,"John Gelotte","duke-blue-devils","DUKE","70","T",22,58.1,NA,NA,44,64.1
"3357",2020,"Michael Tarquin","florida-gators","FLORIDA","70","T",44,56.1,NA,NA,68,64.9
"3358",2020,"Max Longman","massachusetts-minutemen","UMASS","61","G",202,56.9,NA,NA,4,61
"3359",2020,"Andrew Kristofic","notre-dame-fighting-irish","NOTRE DAME","73","T",45,74.6,NA,NA,8,61.9
"3360",2020,"Jeremy Jones","tulsa-golden-hurricane","TULSA","74","T",9,59.8,NA,NA,1,60
"3361",2020,"Kannon Biggs","troy-trojans","TROY","75","G",3,60,NA,NA,50,65.3
"3362",2020,"Ethan White","florida-gators","FLORIDA","77","G",67,71.8,NA,NA,NA,NA
"3363",2020,"Mason Lunsford","maryland-terrapins","MARYLAND","78","G",16,55.4,NA,NA,NA,NA
"3364",2020,"Jeremy James","mississippi-rebels","OLE MISS","78","G",623,76.6,NA,NA,51,64.7
"3365",2020,"J.J. Lippe","northern-illinois-huskies","N ILLINOIS","79","G",8,61.9,NA,NA,9,61.6
"3366",2020,"Caedan Wallace","penn-state-nittany-lions","PENN STATE","79","T",295,67,NA,NA,12,62.6
"3367",2020,"Thomas Gordon","northwestern-wildcats","NWESTERN","87","TE",6,64.1,NA,NA,52,61
"3368",2020,"Tyler Fromm","auburn-tigers","AUBURN","85","TE",8,57.7,NA,NA,NA,NA
"3369",2020,"Jack Bradley","rice-owls","RICE","87","TE",219,56.3,NA,NA,38,57
"3370",2020,"Nolan Matthews","arizona-state-sun-devils","ARIZONA ST","88","TE",2,57.6,NA,NA,NA,NA
"3371",2020,"Luke Baker","southern-miss-golden-eagles","SO MISS","88","TE",1,65.2,NA,NA,12,60.3
"3372",2020,"Cameron Darling","louisiana-monroe-warhawks","LA MONROE","89","TE",14,77.3,NA,NA,83,81.3
"3373",2020,"Porter Wilson","duke-blue-devils","DUKE","S98","P",1,58.3,NA,NA,52,63.1
"3374",2020,"Austin Stogner","oklahoma-sooners","OKLAHOMA","18","TE",290,85.2,NA,NA,60,90.4
